tiempo,latitude,longitude,altitud,s_vertical,viento_u,viento_v,temperatura,presion,densidad,gravedad,diameter_balloon
4985,13.852821405357348,-89.32714727196276,20311.47697544536,5.0763838303240005,-1.694824573624428,0.3197938239788235,216.89847697544536,5265.948055271079,0.08458194095371777,9.744418315903335,4.53008786032035
4986,13.852840147281878,-89.32714685894283,20316.56798718355,5.077064486711166,-1.6928573925427943,0.31734891531147136,216.90356798718355,5261.754278436624,0.08451259661634584,9.744402792050703,4.53132653192781
4987,13.852858982039546,-89.32714644525491,20321.65967040769,5.077745358716694,-1.6908899519971234,0.3149036841695487,216.9086596704077,5257.563400714353,0.0844433018362011,9.74438726618763,4.53256567274233
4988,13.852877909630353,-89.32714603089904,20326.752025117785,5.078426446340585,-1.6889222519874147,0.3124581305530555,216.9137520251178,5253.375420536662,0.08437405658526012,9.74437173831414,4.53380528295208
4989,13.852896930054294,-89.3271456158752,20331.84505131383,5.079107749582841,-1.6869542925136685,0.31001225446199177,216.91884505131384,5249.190336336356,0.0843048608355077,9.744356208430244,4.53504536274531
4990,13.852916043311374,-89.32714520018337,20336.93874899583,5.07978926844346,-1.684986073575883,0.3075660558963558,216.92393874899582,5245.00814654671,0.08423571455893791,9.744340676535954,4.53628591231034
4991,13.852935249401593,-89.32714478382357,20342.03311816379,5.080471002922442,-1.6830175951740587,0.3051195348561475,216.9290331181638,5240.828849601347,0.08416661772755218,9.744325142631284,4.53752693183558
4992,13.852954548324947,-89.3271443667958,20347.128158817697,5.081152953019788,-1.6810488573081968,0.30267269134136865,216.9341281588177,5236.652443934399,0.08409757031336178,9.744309606716252,4.53876842150953
4993,13.852973940081439,-89.32714394910006,20352.22387095756,5.081835118735496,-1.679079859978296,0.30022552535201763,216.93922387095756,5232.478927980428,0.0840285722883866,9.744294068790875,4.54001038152075
4994,13.852993424671071,-89.32714353073634,20357.320254583377,5.082517500069569,-1.677110603184357,0.297778036888096,216.94432025458337,5228.308300174345,0.08395962362465385,9.744278528855162,4.54125281205791
4995,13.853013002093837,-89.32714311170463,20362.417309695145,5.083200097022004,-1.6751410869263808,0.2953302259496039,216.94941730969515,5224.140558951573,0.08389072429420068,9.744262986909131,4.54249571330975
4996,13.853032672349743,-89.32714269200495,20367.51503629287,5.083882909592804,-1.6731713112043656,0.2928820925365395,216.95451503629286,5219.975702747945,0.0838218742690725,9.74424744295279,4.54373908546508
4997,13.853052435438784,-89.3271422716373,20372.61343437654,5.084565937781966,-1.6712012760183141,0.2904336366489064,216.95961343437654,5215.813729999703,0.08375307352132307,9.744231896986166,4.54498292871281
4998,13.853072291360963,-89.32714185060165,20377.712503946168,5.085249181589492,-1.6692309813682238,0.28798485828670095,216.96471250394617,5211.654639143543,0.08368432202301507,9.744216349009262,4.54622724324192
4999,13.853092240116279,-89.32714142889802,20382.81224500175,5.085932641015382,-1.667260427254094,0.2855357574499232,216.96981224500175,5207.498428616591,0.08361561974621987,9.744200799022096,4.54747202924149
5000,13.853112281704737,-89.32714100652642,20387.912657543286,5.086616316059635,-1.665289613675927,0.2830863341385751,216.97491265754329,5203.345096856383,0.08354696666301707,9.744185247024689,4.54871728690066
5001,13.853132416126327,-89.32714058348682,20393.013741570776,5.087300206722251,-1.6633185406337208,0.2806365883526546,216.9800137415708,5199.19464230093,0.08347836274549565,9.744169693017046,4.54996301640866
5002,13.853152643381053,-89.32714015977923,20398.115497084218,5.08798431300323,-1.6613472081274772,0.2781865200921635,216.98511549708422,5195.047063388635,0.0834098079657526,9.744154136999187,4.55120921795482
5003,13.853172963468921,-89.32713973540366,20403.217924083616,5.088668634902574,-1.6593756161571942,0.27573612935710023,216.99021792408362,5190.902358558352,0.08334130229589382,9.744138578971127,4.55245589172852
5004,13.853193376389926,-89.3271393103601,20408.321022568965,5.08935317242028,-1.6574037647228739,0.2732854161474665,216.99532102256896,5186.760526249407,0.08327284570803456,9.744123018932875,4.55370303791924
